demo_id,demo_date,demo_year,demo_month,demo_month_name,demo_quarter,day_of_week,hour_of_day,is_weekend,market,region,market_size,vehicle_model,vehicle_id,vehicle_price,customer_segment,drive_duration_mins,utilization_rate,converted,conversion_probability,days_to_purchase,satisfaction_score,revenue_generated,demo_cost
DEMO-013905,2025-02-17,2025,2,February,Q1,Monday,11,0,"San Francisco, CA",West,Large,Model 3,SAN-MOD-03,40240,Tech Early Adopter,51,0.55,0,0.2503,,4.1,0,71.37
DEMO-013906,2024-03-04,2024,3,March,Q1,Monday,11,0,"Boston, MA",Northeast,Medium,Model 3,BOS-MOD-02,40240,Tech Early Adopter,40,0.895,1,0.2343,3.0,5.0,40240,77.14
DEMO-013907,2024-12-10,2024,12,December,Q4,Tuesday,14,0,"Los Angeles, CA",West,Large,Model Y,LOS-MOD-08,43990,First Time EV,42,0.671,0,0.148,,3.3,0,65.25
DEMO-013908,2025-12-01,2025,12,December,Q4,Monday,15,0,"Phoenix, AZ",Southwest,Medium,Model Y,PHO-MOD-02,43990,Luxury Buyer,42,0.853,0,0.1901,,4.5,0,70.27
DEMO-013909,2025-03-09,2025,3,March,Q1,Sunday,17,1,"Denver, CO",Mountain,Medium,Model 3,DEN-MOD-07,40240,Eco Conscious,36,0.764,0,0.25,,4.0,0,76.46
DEMO-013910,2024-05-10,2024,5,May,Q2,Friday,13,0,"Los Angeles, CA",West,Large,Model Y,LOS-MOD-05,43990,First Time EV,55,0.828,1,0.1848,14.0,5.0,43990,77.73
DEMO-013911,2024-05-07,2024,5,May,Q2,Tuesday,11,0,"Austin, TX",South,Medium,Model X,AUS-MOD-04,79990,Cost Conscious,66,0.48,0,0.1224,,4.7,0,66.99
DEMO-013912,2025-04-19,2025,4,April,Q2,Saturday,12,1,"San Diego, CA",West,Medium,Model Y,SAN-MOD-04,43990,Fleet/Business Buyer,50,0.811,1,0.3678,24.0,3.8,43990,45.59
DEMO-013913,2024-04-10,2024,4,April,Q2,Wednesday,15,0,"San Diego, CA",West,Medium,Model X,SAN-MOD-06,79990,Luxury Buyer,60,0.731,0,0.1442,,5.0,0,76.65
DEMO-013914,2025-10-24,2025,10,October,Q4,Friday,11,0,"Chicago, IL",Midwest,Large,Model 3,CHI-MOD-04,40240,Cost Conscious,46,0.88,0,0.0891,,4.9,0,82.61
DEMO-013915,2024-10-03,2024,10,October,Q4,Thursday,13,0,"Austin, TX",South,Medium,Model Y,AUS-MOD-04,43990,Tech Early Adopter,58,0.451,1,0.2639,12.0,4.8,43990,69.38
DEMO-013916,2024-12-14,2024,12,December,Q4,Saturday,11,1,"Denver, CO",Mountain,Medium,Model Y,DEN-MOD-06,43990,First Time EV,61,0.814,0,0.2042,,4.1,0,47.11
DEMO-013917,2025-10-17,2025,10,October,Q4,Friday,14,0,"Miami, FL",Southeast,Large,Cybertruck,MIA-CYB-08,49890,Cost Conscious,66,0.487,0,0.1163,,3.7,0,63.72
DEMO-013918,2024-03-08,2024,3,March,Q1,Friday,19,0,"Seattle, WA",Northwest,Medium,Cybertruck,SEA-CYB-07,49890,Cost Conscious,55,0.564,0,0.1625,,3.5,0,66.58
DEMO-013919,2024-03-10,2024,3,March,Q1,Sunday,12,1,"Los Angeles, CA",West,Large,Model 3,LOS-MOD-06,40240,Tech Early Adopter,36,0.792,0,0.2814,,4.7,0,54.17
DEMO-013920,2024-05-12,2024,5,May,Q2,Sunday,19,1,"Las Vegas, NV",West,Medium,Cybertruck,LAS-CYB-04,49890,Tech Early Adopter,48,0.687,0,0.2534,,4.0,0,82.55
DEMO-013921,2025-01-16,2025,1,January,Q1,Thursday,11,0,"Boston, MA",Northeast,Medium,Model Y,BOS-MOD-06,43990,Fleet/Business Buyer,41,0.869,0,0.2393,,5.0,0,54.66
DEMO-013922,2025-07-28,2025,7,July,Q3,Monday,12,0,"San Francisco, CA",West,Large,Model 3,SAN-MOD-06,40240,First Time EV,45,0.534,1,0.1813,6.0,4.7,40240,62.81
DEMO-013923,2025-01-21,2025,1,January,Q1,Tuesday,15,0,"Boston, MA",Northeast,Medium,Model 3,BOS-MOD-05,40240,Cost Conscious,42,0.828,0,0.1102,,3.3,0,68.62
DEMO-013924,2025-08-26,2025,8,August,Q3,Tuesday,15,0,"Chicago, IL",Midwest,Large,Model X,CHI-MOD-06,79990,First Time EV,55,0.502,0,0.1104,,3.5,0,59.9
DEMO-013925,2024-08-22,2024,8,August,Q3,Thursday,16,0,"New York, NY",Northeast,Large,Model S,NEW-MOD-03,74990,Tech Early Adopter,54,0.802,0,0.2153,,4.8,0,82.3
DEMO-013926,2024-06-22,2024,6,June,Q2,Saturday,16,1,"Miami, FL",Southeast,Large,Model X,MIA-MOD-03,79990,First Time EV,67,0.916,0,0.1428,,3.2,0,48.23
DEMO-013927,2025-06-19,2025,6,June,Q2,Thursday,10,0,"Portland, OR",Northwest,Small,Model Y,POR-MOD-08,43990,Eco Conscious,47,0.74,0,0.3406,,3.9,0,55.11
DEMO-013928,2025-05-21,2025,5,May,Q2,Wednesday,14,0,"Atlanta, GA",Southeast,Medium,Model X,ATL-MOD-02,79990,Tech Early Adopter,52,0.492,0,0.1493,,4.2,0,64.88
DEMO-013929,2024-03-03,2024,3,March,Q1,Sunday,19,1,"San Francisco, CA",West,Large,Model Y,SAN-MOD-06,43990,Fleet/Business Buyer,48,0.642,0,0.3449,,4.0,0,73.5
DEMO-013930,2024-12-05,2024,12,December,Q4,Thursday,14,0,"New York, NY",Northeast,Large,Model 3,NEW-MOD-01,40240,Luxury Buyer,42,0.876,0,0.1486,,4.8,0,69.73
DEMO-013931,2025-02-02,2025,2,February,Q1,Sunday,10,1,"Miami, FL",Southeast,Large,Model Y,MIA-MOD-07,43990,First Time EV,49,0.625,0,0.137,,3.4,0,58.88
DEMO-013932,2024-03-25,2024,3,March,Q1,Monday,15,0,"Miami, FL",Southeast,Large,Model 3,MIA-MOD-04,40240,Cost Conscious,39,0.51,0,0.0913,,4.8,0,45.5
DEMO-013933,2025-02-27,2025,2,February,Q1,Thursday,15,0,"Los Angeles, CA",West,Large,Model 3,LOS-MOD-07,40240,Eco Conscious,47,0.617,1,0.1676,12.0,5.0,40240,45.22
DEMO-013934,2024-10-19,2024,10,October,Q4,Saturday,18,1,"Chicago, IL",Midwest,Large,Model Y,CHI-MOD-08,43990,Tech Early Adopter,60,0.616,0,0.2414,,3.3,0,58.62
DEMO-013935,2024-07-23,2024,7,July,Q3,Tuesday,15,0,"Atlanta, GA",Southeast,Medium,Model Y,ATL-MOD-05,43990,Cost Conscious,45,0.783,0,0.1157,,4.5,0,45.57
DEMO-013936,2025-11-18,2025,11,November,Q4,Tuesday,10,0,"San Diego, CA",West,Medium,Model S,SAN-MOD-08,74990,Cost Conscious,46,0.692,0,0.088,,4.2,0,67.84
DEMO-013937,2024-02-23,2024,2,February,Q1,Friday,10,0,"San Francisco, CA",West,Large,Cybertruck,SAN-CYB-07,49890,First Time EV,64,0.91,0,0.1726,,4.7,0,76.5
DEMO-013938,2025-04-20,2025,4,April,Q2,Sunday,12,1,"Los Angeles, CA",West,Large,Cybertruck,LOS-CYB-02,49890,Cost Conscious,74,0.49,0,0.1762,,4.0,0,49.15
DEMO-013939,2025-01-03,2025,1,January,Q1,Friday,15,0,"Portland, OR",Northwest,Small,Model 3,POR-MOD-08,40240,Eco Conscious,41,0.476,0,0.2041,,4.6,0,67.01
DEMO-013940,2024-07-30,2024,7,July,Q3,Tuesday,10,0,"Portland, OR",Northwest,Small,Model S,POR-MOD-01,74990,Tech Early Adopter,62,0.683,1,0.2528,5.0,5.0,74990,60.52
DEMO-013941,2025-02-22,2025,2,February,Q1,Saturday,18,1,"New York, NY",Northeast,Large,Model S,NEW-MOD-03,74990,Cost Conscious,61,0.778,0,0.0941,,4.2,0,69.65
DEMO-013942,2025-09-11,2025,9,September,Q3,Thursday,17,0,"San Francisco, CA",West,Large,Model S,SAN-MOD-07,74990,Tech Early Adopter,60,0.614,0,0.2187,,5.0,0,62.69
DEMO-013943,2024-04-24,2024,4,April,Q2,Wednesday,16,0,"Chicago, IL",Midwest,Large,Model Y,CHI-MOD-07,43990,Luxury Buyer,62,0.779,0,0.1498,,4.4,0,74.23
DEMO-013944,2024-11-15,2024,11,November,Q4,Friday,12,0,"Austin, TX",South,Medium,Model 3,AUS-MOD-03,40240,Tech Early Adopter,50,0.591,0,0.2383,,4.6,0,81.87
DEMO-013945,2025-06-17,2025,6,June,Q2,Tuesday,14,0,"San Francisco, CA",West,Large,Model 3,SAN-MOD-03,40240,Fleet/Business Buyer,44,0.508,0,0.2662,,3.5,0,74.15
DEMO-013946,2024-08-22,2024,8,August,Q3,Thursday,12,0,"Seattle, WA",Northwest,Medium,Model Y,SEA-MOD-04,43990,Tech Early Adopter,53,0.932,0,0.4171,,3.7,0,60.82
DEMO-013947,2025-02-06,2025,2,February,Q1,Thursday,12,0,"Miami, FL",Southeast,Large,Cybertruck,MIA-CYB-06,49890,First Time EV,65,0.664,0,0.119,,3.6,0,66.12
DEMO-013948,2025-02-13,2025,2,February,Q1,Thursday,16,0,"Seattle, WA",Northwest,Medium,Cybertruck,SEA-CYB-08,49890,Fleet/Business Buyer,62,0.855,0,0.2544,,3.8,0,81.64
DEMO-013949,2025-07-30,2025,7,July,Q3,Wednesday,11,0,"Denver, CO",Mountain,Medium,Cybertruck,DEN-CYB-05,49890,Fleet/Business Buyer,60,0.823,0,0.3077,,3.7,0,50.02
DEMO-013950,2024-07-01,2024,7,July,Q3,Monday,14,0,"Boston, MA",Northeast,Medium,Cybertruck,BOS-CYB-01,49890,Luxury Buyer,51,0.921,1,0.2215,9.0,4.4,49890,62.3
DEMO-013951,2024-02-06,2024,2,February,Q1,Tuesday,14,0,"Atlanta, GA",Southeast,Medium,Model 3,ATL-MOD-08,40240,First Time EV,44,0.853,0,0.0969,,4.9,0,51.23
DEMO-013952,2025-11-02,2025,11,November,Q4,Sunday,11,1,"Atlanta, GA",Southeast,Medium,Model X,ATL-MOD-05,79990,Tech Early Adopter,54,0.592,0,0.16,,4.6,0,81.0
DEMO-013953,2024-12-25,2024,12,December,Q4,Wednesday,17,0,"Atlanta, GA",Southeast,Medium,Cybertruck,ATL-CYB-04,49890,Eco Conscious,78,0.786,0,0.1848,,4.6,0,53.59
DEMO-013954,2024-04-22,2024,4,April,Q2,Monday,11,0,"Denver, CO",Mountain,Medium,Model Y,DEN-MOD-06,43990,Tech Early Adopter,45,0.46,1,0.3387,13.0,4.7,43990,81.56
DEMO-013955,2025-07-09,2025,7,July,Q3,Wednesday,14,0,"Miami, FL",Southeast,Large,Model X,MIA-MOD-05,79990,Cost Conscious,55,0.565,0,0.0794,,3.7,0,65.61
DEMO-013956,2025-07-31,2025,7,July,Q3,Thursday,13,0,"San Francisco, CA",West,Large,Model X,SAN-MOD-02,79990,First Time EV,55,0.472,0,0.1591,,3.3,0,52.68
DEMO-013957,2024-08-11,2024,8,August,Q3,Sunday,19,1,"Portland, OR",Northwest,Small,Model S,POR-MOD-02,74990,Fleet/Business Buyer,49,0.542,0,0.2379,,3.5,0,73.45
DEMO-013958,2024-05-28,2024,5,May,Q2,Tuesday,11,0,"San Diego, CA",West,Medium,Model 3,SAN-MOD-06,40240,Tech Early Adopter,40,0.638,1,0.2428,13.0,4.1,40240,53.83
DEMO-013959,2024-06-20,2024,6,June,Q2,Thursday,12,0,"San Diego, CA",West,Medium,Cybertruck,SAN-CYB-01,49890,Tech Early Adopter,53,0.876,0,0.3505,,4.0,0,80.18
DEMO-013960,2024-12-05,2024,12,December,Q4,Thursday,11,0,"Los Angeles, CA",West,Large,Model Y,LOS-MOD-07,43990,Fleet/Business Buyer,63,0.457,0,0.248,,3.8,0,83.26
DEMO-013961,2024-12-14,2024,12,December,Q4,Saturday,14,1,"Dallas, TX",South,Large,Cybertruck,DAL-CYB-05,49890,First Time EV,69,0.885,0,0.1945,,3.2,0,82.5
DEMO-013962,2024-10-09,2024,10,October,Q4,Wednesday,13,0,"Seattle, WA",Northwest,Medium,Model 3,SEA-MOD-08,40240,Fleet/Business Buyer,42,0.558,0,0.2784,,4.1,0,55.87
DEMO-013963,2024-08-23,2024,8,August,Q3,Friday,10,0,"Los Angeles, CA",West,Large,Model Y,LOS-MOD-05,43990,Cost Conscious,49,0.946,0,0.1278,,4.0,0,75.64
DEMO-013964,2025-09-05,2025,9,September,Q3,Friday,15,0,"New York, NY",Northeast,Large,Cybertruck,NEW-CYB-05,49890,Cost Conscious,69,0.949,0,0.1413,,4.7,0,73.37
DEMO-013965,2025-08-31,2025,8,August,Q3,Sunday,18,1,"Chicago, IL",Midwest,Large,Model Y,CHI-MOD-01,43990,First Time EV,57,0.508,0,0.1702,,4.7,0,64.26
DEMO-013966,2025-03-05,2025,3,March,Q1,Wednesday,12,0,"Boston, MA",Northeast,Medium,Model Y,BOS-MOD-06,43990,Tech Early Adopter,43,0.924,1,0.2716,2.0,3.8,43990,80.58
DEMO-013967,2025-12-08,2025,12,December,Q4,Monday,13,0,"Denver, CO",Mountain,Medium,Model S,DEN-MOD-03,74990,Luxury Buyer,60,0.879,0,0.1499,,3.4,0,77.14
DEMO-013968,2024-11-12,2024,11,November,Q4,Tuesday,13,0,"New York, NY",Northeast,Large,Model 3,NEW-MOD-05,40240,Luxury Buyer,49,0.633,0,0.1699,,3.5,0,64.11
DEMO-013969,2025-06-18,2025,6,June,Q2,Wednesday,10,0,"Chicago, IL",Midwest,Large,Model X,CHI-MOD-05,79990,Cost Conscious,46,0.603,0,0.0803,,3.7,0,54.03
DEMO-013970,2024-07-22,2024,7,July,Q3,Monday,19,0,"Chicago, IL",Midwest,Large,Cybertruck,CHI-CYB-01,49890,Cost Conscious,64,0.86,0,0.1092,,4.5,0,70.75
DEMO-013971,2025-03-01,2025,3,March,Q1,Saturday,16,1,"Denver, CO",Mountain,Medium,Cybertruck,DEN-CYB-08,49890,Eco Conscious,51,0.498,1,0.3657,3.0,3.7,49890,84.97
DEMO-013972,2025-07-13,2025,7,July,Q3,Sunday,14,1,"Los Angeles, CA",West,Large,Cybertruck,LOS-CYB-05,49890,Eco Conscious,78,0.856,0,0.3398,,4.0,0,75.75
DEMO-013973,2024-02-12,2024,2,February,Q1,Monday,12,0,"Las Vegas, NV",West,Medium,Cybertruck,LAS-CYB-02,49890,Tech Early Adopter,79,0.645,0,0.1786,,4.4,0,76.04
DEMO-013974,2025-07-06,2025,7,July,Q3,Sunday,9,1,"Dallas, TX",South,Large,Cybertruck,DAL-CYB-05,49890,Tech Early Adopter,58,0.542,0,0.3062,,3.3,0,81.65
DEMO-013975,2024-04-08,2024,4,April,Q2,Monday,16,0,"San Francisco, CA",West,Large,Model S,SAN-MOD-05,74990,Luxury Buyer,53,0.853,1,0.1722,1.0,5.0,74990,45.86
DEMO-013976,2025-12-18,2025,12,December,Q4,Thursday,11,0,"New York, NY",Northeast,Large,Model Y,NEW-MOD-02,43990,Eco Conscious,45,0.816,0,0.1866,,4.0,0,47.8
DEMO-013977,2024-10-07,2024,10,October,Q4,Monday,16,0,"Phoenix, AZ",Southwest,Medium,Model S,PHO-MOD-07,74990,Luxury Buyer,60,0.943,1,0.1344,1.0,4.3,74990,79.78
DEMO-013978,2024-12-04,2024,12,December,Q4,Wednesday,13,0,"San Diego, CA",West,Medium,Model 3,SAN-MOD-03,40240,Cost Conscious,55,0.612,0,0.0972,,4.5,0,52.07
DEMO-013979,2025-07-18,2025,7,July,Q3,Friday,16,0,"San Francisco, CA",West,Large,Model 3,SAN-MOD-05,40240,First Time EV,56,0.565,0,0.1877,,4.9,0,81.35
DEMO-013980,2024-12-06,2024,12,December,Q4,Friday,9,0,"Atlanta, GA",Southeast,Medium,Model 3,ATL-MOD-04,40240,Tech Early Adopter,48,0.501,0,0.1554,,4.3,0,64.13
DEMO-013981,2024-10-08,2024,10,October,Q4,Tuesday,15,0,"Los Angeles, CA",West,Large,Model X,LOS-MOD-08,79990,Luxury Buyer,53,0.528,0,0.1374,,4.1,0,79.58
DEMO-013982,2024-06-21,2024,6,June,Q2,Friday,15,0,"Chicago, IL",Midwest,Large,Model Y,CHI-MOD-01,43990,Fleet/Business Buyer,72,0.749,0,0.2198,,4.8,0,62.7
DEMO-013983,2024-11-17,2024,11,November,Q4,Sunday,10,1,"Dallas, TX",South,Large,Model 3,DAL-MOD-05,40240,Tech Early Adopter,45,0.693,0,0.218,,3.8,0,63.43
DEMO-013984,2024-03-16,2024,3,March,Q1,Saturday,16,1,"Dallas, TX",South,Large,Model Y,DAL-MOD-04,43990,Eco Conscious,45,0.528,0,0.2418,,4.7,0,73.67
DEMO-013985,2024-07-30,2024,7,July,Q3,Tuesday,19,0,"New York, NY",Northeast,Large,Model Y,NEW-MOD-07,43990,First Time EV,61,0.716,0,0.1628,,3.7,0,55.33
DEMO-013986,2025-01-05,2025,1,January,Q1,Sunday,14,1,"Denver, CO",Mountain,Medium,Model Y,DEN-MOD-03,43990,Tech Early Adopter,46,0.454,0,0.2625,,4.3,0,52.89
DEMO-013987,2024-04-03,2024,4,April,Q2,Wednesday,13,0,"Phoenix, AZ",Southwest,Medium,Model Y,PHO-MOD-08,43990,Fleet/Business Buyer,63,0.658,1,0.2439,2.0,5.0,43990,65.64
DEMO-013988,2024-05-06,2024,5,May,Q2,Monday,12,0,"Las Vegas, NV",West,Medium,Model 3,LAS-MOD-04,40240,Tech Early Adopter,38,0.839,0,0.1756,,4.6,0,65.55
DEMO-013989,2025-09-22,2025,9,September,Q3,Monday,17,0,"San Francisco, CA",West,Large,Model Y,SAN-MOD-04,43990,Tech Early Adopter,50,0.922,0,0.3216,,4.0,0,65.31
DEMO-013990,2024-11-03,2024,11,November,Q4,Sunday,14,1,"Phoenix, AZ",Southwest,Medium,Model Y,PHO-MOD-07,43990,Cost Conscious,45,0.911,0,0.1221,,4.9,0,79.11
DEMO-013991,2025-10-08,2025,10,October,Q4,Wednesday,12,0,"Chicago, IL",Midwest,Large,Model 3,CHI-MOD-04,40240,Tech Early Adopter,48,0.664,0,0.1732,,4.1,0,63.75
DEMO-013992,2025-02-20,2025,2,February,Q1,Thursday,13,0,"Los Angeles, CA",West,Large,Model X,LOS-MOD-02,79990,Fleet/Business Buyer,70,0.564,1,0.1702,11.0,3.8,79990,59.69
DEMO-013993,2025-02-27,2025,2,February,Q1,Thursday,18,0,"Boston, MA",Northeast,Medium,Model 3,BOS-MOD-06,40240,Cost Conscious,35,0.856,0,0.1117,,4.0,0,71.66
DEMO-013994,2024-07-01,2024,7,July,Q3,Monday,18,0,"San Francisco, CA",West,Large,Model X,SAN-MOD-01,79990,Cost Conscious,70,0.943,0,0.0984,,3.3,0,51.67
DEMO-013995,2025-12-01,2025,12,December,Q4,Monday,13,0,"Los Angeles, CA",West,Large,Model Y,LOS-MOD-08,43990,Luxury Buyer,38,0.551,0,0.2247,,4.4,0,73.69
DEMO-013996,2025-03-26,2025,3,March,Q1,Wednesday,11,0,"Boston, MA",Northeast,Medium,Model S,BOS-MOD-02,74990,Eco Conscious,46,0.451,0,0.1518,,4.4,0,76.41
DEMO-013997,2024-06-08,2024,6,June,Q2,Saturday,12,1,"Las Vegas, NV",West,Medium,Model 3,LAS-MOD-08,40240,Luxury Buyer,38,0.685,0,0.1492,,4.4,0,81.79
DEMO-013998,2025-01-10,2025,1,January,Q1,Friday,14,0,"San Diego, CA",West,Medium,Model S,SAN-MOD-03,74990,Fleet/Business Buyer,59,0.862,0,0.1632,,3.8,0,79.76
DEMO-013999,2025-01-02,2025,1,January,Q1,Thursday,15,0,"San Diego, CA",West,Medium,Model 3,SAN-MOD-05,40240,Cost Conscious,45,0.893,0,0.1038,,3.8,0,70.87
DEMO-014000,2025-01-31,2025,1,January,Q1,Friday,11,0,"Boston, MA",Northeast,Medium,Model 3,BOS-MOD-01,40240,Fleet/Business Buyer,43,0.473,0,0.1862,,3.2,0,73.16
DEMO-014001,2025-08-01,2025,8,August,Q3,Friday,18,0,"Dallas, TX",South,Large,Model Y,DAL-MOD-07,43990,Cost Conscious,51,0.621,0,0.1193,,3.9,0,68.66
DEMO-014002,2025-10-28,2025,10,October,Q4,Tuesday,14,0,"San Francisco, CA",West,Large,Model 3,SAN-MOD-06,40240,Cost Conscious,49,0.462,1,0.1212,19.0,4.9,40240,74.34
DEMO-014003,2025-12-05,2025,12,December,Q4,Friday,13,0,"Phoenix, AZ",Southwest,Medium,Model Y,PHO-MOD-04,43990,Fleet/Business Buyer,49,0.559,0,0.1957,,3.9,0,45.48
DEMO-014004,2024-04-25,2024,4,April,Q2,Thursday,12,0,"Chicago, IL",Midwest,Large,Model 3,CHI-MOD-01,40240,Tech Early Adopter,61,0.878,0,0.1661,,4.4,0,81.1
DEMO-014005,2024-03-19,2024,3,March,Q1,Tuesday,11,0,"Austin, TX",South,Medium,Model Y,AUS-MOD-04,43990,First Time EV,56,0.653,1,0.2097,4.0,5.0,43990,49.18
DEMO-014006,2025-01-29,2025,1,January,Q1,Wednesday,10,0,"Denver, CO",Mountain,Medium,Model 3,DEN-MOD-08,40240,Cost Conscious,49,0.683,0,0.1096,,4.4,0,49.57
DEMO-014007,2024-05-02,2024,5,May,Q2,Thursday,14,0,"Denver, CO",Mountain,Medium,Model X,DEN-MOD-04,79990,Tech Early Adopter,50,0.47,1,0.2178,8.0,4.6,79990,76.61
DEMO-014008,2025-08-08,2025,8,August,Q3,Friday,12,0,"Seattle, WA",Northwest,Medium,Model Y,SEA-MOD-06,43990,Eco Conscious,44,0.822,0,0.2788,,3.8,0,51.58
DEMO-014009,2024-05-27,2024,5,May,Q2,Monday,15,0,"Chicago, IL",Midwest,Large,Model X,CHI-MOD-03,79990,Cost Conscious,57,0.672,0,0.0895,,4.0,0,60.33
DEMO-014010,2025-04-21,2025,4,April,Q2,Monday,14,0,"Las Vegas, NV",West,Medium,Cybertruck,LAS-CYB-05,49890,Luxury Buyer,71,0.466,0,0.143,,4.8,0,79.57
DEMO-014011,2024-04-10,2024,4,April,Q2,Wednesday,13,0,"Denver, CO",Mountain,Medium,Model Y,DEN-MOD-01,43990,Cost Conscious,57,0.468,0,0.1669,,4.5,0,77.76
DEMO-014012,2024-11-24,2024,11,November,Q4,Sunday,17,1,"Portland, OR",Northwest,Small,Cybertruck,POR-CYB-01,49890,Luxury Buyer,62,0.848,0,0.3117,,3.8,0,74.57
DEMO-014013,2024-07-07,2024,7,July,Q3,Sunday,15,1,"Portland, OR",Northwest,Small,Model Y,POR-MOD-04,43990,Luxury Buyer,73,0.94,1,0.3346,24.0,5.0,43990,54.56
DEMO-014014,2025-11-17,2025,11,November,Q4,Monday,10,0,"San Diego, CA",West,Medium,Model X,SAN-MOD-05,79990,Fleet/Business Buyer,70,0.506,0,0.1825,,3.5,0,79.11
DEMO-014015,2025-06-08,2025,6,June,Q2,Sunday,13,1,"San Francisco, CA",West,Large,Cybertruck,SAN-CYB-02,49890,Tech Early Adopter,81,0.755,1,0.3842,2.0,4.8,49890,54.86
DEMO-014016,2025-03-01,2025,3,March,Q1,Saturday,17,1,"New York, NY",Northeast,Large,Model 3,NEW-MOD-06,40240,Luxury Buyer,44,0.473,0,0.1806,,4.1,0,69.04
DEMO-014017,2025-04-14,2025,4,April,Q2,Monday,9,0,"Miami, FL",Southeast,Large,Model Y,MIA-MOD-03,43990,First Time EV,47,0.611,0,0.1492,,4.8,0,59.75
DEMO-014018,2025-07-13,2025,7,July,Q3,Sunday,18,1,"Dallas, TX",South,Large,Model 3,DAL-MOD-03,40240,First Time EV,35,0.699,0,0.1668,,4.4,0,49.63
DEMO-014019,2025-12-11,2025,12,December,Q4,Thursday,16,0,"San Francisco, CA",West,Large,Model Y,SAN-MOD-08,43990,Cost Conscious,54,0.924,0,0.146,,3.7,0,70.55
DEMO-014020,2025-09-30,2025,9,September,Q3,Tuesday,13,0,"Boston, MA",Northeast,Medium,Model Y,BOS-MOD-03,43990,Tech Early Adopter,49,0.829,0,0.304,,4.9,0,47.02
DEMO-014021,2024-08-05,2024,8,August,Q3,Monday,11,0,"Seattle, WA",Northwest,Medium,Model Y,SEA-MOD-04,43990,Tech Early Adopter,50,0.704,0,0.3403,,4.4,0,74.3
DEMO-014022,2025-07-20,2025,7,July,Q3,Sunday,9,1,"Chicago, IL",Midwest,Large,Model X,CHI-MOD-06,79990,First Time EV,59,0.87,0,0.0973,,4.8,0,82.08
DEMO-014023,2025-03-22,2025,3,March,Q1,Saturday,14,1,"Austin, TX",South,Medium,Model Y,AUS-MOD-06,43990,Cost Conscious,42,0.92,1,0.1661,15.0,4.4,43990,82.57
DEMO-014024,2025-08-22,2025,8,August,Q3,Friday,11,0,"Seattle, WA",Northwest,Medium,Model X,SEA-MOD-01,79990,Fleet/Business Buyer,72,0.915,0,0.2225,,4.1,0,50.83
DEMO-014025,2025-03-31,2025,3,March,Q1,Monday,15,0,"San Francisco, CA",West,Large,Model 3,SAN-MOD-08,40240,Luxury Buyer,48,0.923,0,0.1804,,3.6,0,48.25
DEMO-014026,2024-04-12,2024,4,April,Q2,Friday,18,0,"Boston, MA",Northeast,Medium,Model 3,BOS-MOD-03,40240,Fleet/Business Buyer,53,0.487,1,0.2061,6.0,4.2,40240,46.75
DEMO-014027,2024-04-16,2024,4,April,Q2,Tuesday,14,0,"San Francisco, CA",West,Large,Model 3,SAN-MOD-02,40240,First Time EV,52,0.509,0,0.1738,,4.0,0,78.37
DEMO-014028,2024-01-05,2024,1,January,Q1,Friday,15,0,"Miami, FL",Southeast,Large,Model Y,MIA-MOD-08,43990,Cost Conscious,50,0.64,0,0.0992,,4.8,0,71.98
DEMO-014029,2025-02-28,2025,2,February,Q1,Friday,11,0,"Dallas, TX",South,Large,Model Y,DAL-MOD-05,43990,Cost Conscious,39,0.651,1,0.1012,2.0,4.5,43990,81.01
DEMO-014030,2025-10-31,2025,10,October,Q4,Friday,11,0,"New York, NY",Northeast,Large,Model Y,NEW-MOD-04,43990,Luxury Buyer,63,0.472,0,0.2336,,4.2,0,50.69
DEMO-014031,2025-01-04,2025,1,January,Q1,Saturday,12,1,"Phoenix, AZ",Southwest,Medium,Model 3,PHO-MOD-02,40240,First Time EV,35,0.499,0,0.1343,,3.8,0,78.98
DEMO-014032,2024-11-08,2024,11,November,Q4,Friday,19,0,"Phoenix, AZ",Southwest,Medium,Model S,PHO-MOD-08,74990,First Time EV,34,0.575,0,0.0868,,4.5,0,67.3
DEMO-014033,2025-09-08,2025,9,September,Q3,Monday,14,0,"Portland, OR",Northwest,Small,Cybertruck,POR-CYB-02,49890,Tech Early Adopter,73,0.625,1,0.3338,12.0,4.9,49890,67.7
DEMO-014034,2025-09-23,2025,9,September,Q3,Tuesday,11,0,"Boston, MA",Northeast,Medium,Cybertruck,BOS-CYB-04,49890,Cost Conscious,64,0.75,1,0.1648,15.0,3.7,49890,49.97
DEMO-014035,2024-04-30,2024,4,April,Q2,Tuesday,18,0,"Las Vegas, NV",West,Medium,Model Y,LAS-MOD-01,43990,Tech Early Adopter,47,0.931,0,0.2232,,4.6,0,51.88
DEMO-014036,2024-06-14,2024,6,June,Q2,Friday,12,0,"Portland, OR",Northwest,Small,Model 3,POR-MOD-01,40240,Cost Conscious,44,0.462,0,0.1635,,4.4,0,48.53
DEMO-014037,2025-06-04,2025,6,June,Q2,Wednesday,19,0,"Austin, TX",South,Medium,Model 3,AUS-MOD-02,40240,Luxury Buyer,49,0.714,0,0.2121,,3.7,0,58.42
DEMO-014038,2025-02-27,2025,2,February,Q1,Thursday,16,0,"Chicago, IL",Midwest,Large,Model 3,CHI-MOD-08,40240,Cost Conscious,52,0.846,1,0.0784,23.0,5.0,40240,63.15
